FullName,ExecutiveTitle,Company,City,State,PostalCode,ISICDivision,IndustryDescription,Sales,Assets,Employees
Bao Dekun,Chairman,Nantong Chuandong Petroleum Corporation,Nantong,Jiangsu,226001,46,"Wholesale trade, except of motor vehicles and motorcycles",692898.9,134830.4,30
Bao Deyuan,Chairman,Shenzhen Gas Corporation Limited,Shenzhen,Guangdong,518040,35,"Electricity, gas, steam and air conditioning supply",1371578,1991973,5949
Bao Deyuan,Chairman of the Board,Shenzhen Gas Corporation Ltd.,Shenzhen,Guangdong,518049,35,"Electricity, gas, steam and air conditioning supply",1547000,2138766,5910
Bao Endong,Director,"TIANJIN RINGPU BIO-TECHNOLOGY CO.,LTD.",Tianjin,Tianjin,300308,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,94986,319797.7,1881
Bao Fangzhou,Independent Director,Shanghai Xin Nanyang Co Ltd,Shanghai,Shanghai,200030,85,Education,189194.3,277872.1,3130
Bao Fasheng,Director,Chongqing MAS Sci & Tech Co Ltd,Chongqing,Chongqing,400039,26,"Manufacture of computer, electronic and optical products",44606.1,130748.1,791
Bao Guofeng,Director,"Hangzhou Tieying Crystal Handicraft Co., Ltd.",Hangzhou,Zhejiang,310051,20,Manufacture of chemicals and chemical products,3381.2,2262.6,103
Bao Guoming,Independent Director,He Bei Cheng De Lolo Company Limited,Chengde,Hebei,67000,11,Manufacture of beverages,438702.5,298484.1,1558
Bao Hanhua,Independent Director,"Jiangxi Black Cat Carbon Black Co., Ltd.",Jingdezhen,Jiangxi,333000,20,Manufacture of chemicals and chemical products,1001142,1094459,4531
Bao Hongxing,Chairman,"Jiangxi Shuangbaotai Industrial Co., Ltd.",Yichun Region,Jiangxi,336400,10,Manufacture of food products,113456.1,14245.5,160
Bao Huifang,Independent Director,AVIC Aviation Engine Corp PLC,Xi'an,Shaanxi,710021,30,Manufacture of other transport equipment,4344253,7092193,41426
Bao Huifang,Independent Director,Hunan Nanling Ind. Explosive Material,Changsha,Hunan,410013,20,Manufacture of chemicals and chemical products,290732.8,499108.6,5258
Bao Lei,Vice Chairman of the Board,"Shanghai Jinjiang Intl. Travel Co., Ltd",Shanghai,Shanghai,200002,79,"Travel agency, tour operator, reservation service and related activities",351284.2,278624.9,1135
Bao Liangyun,Chairman,"Yichang Heyou Chemical Industry Co., Ltd.",Yichang,Hubei,443002,20,Manufacture of chemicals and chemical products,18294.7,1963,350
Bao Ping Shu,Chairman of the Board,Shanghai 2345 Network Holding Grp Co Ltd,Shanghai,Shanghai,200233,62,"Computer programming, consultancy and related activities",106167.4,691726.9,2341
Bao Qifan,Independent Director,Shanghai Jiao Yun Group Co Ltd,Shanghai,Shanghai,200070,29,"Manufacture of motor vehicles, trailers and semi-trailers",1450360,1168738,6740
Bao Qifan,Independent Director,"Shanghai Hi-Tech Control System Co., Ltd",Shanghai,Shanghai,201114,62,"Computer programming, consultancy and related activities",250628.7,249709.9,1170
Bao Ruikai,Chairman,"Walls China Co., Ltd.",Beijing,Beijing,100176,11,Manufacture of beverages,980453.1,6931.8,851
Bao Ruohong,Chairman,Suzhou Delta Plus Personal Protection,Wujiang,Jiangsu,215221,26,"Manufacture of computer, electronic and optical products",54646.2,34245,600
Bao Weidong,Independent Director,BTG Hotels Group Co Ltd,Beijing,Beijing,100031,79,"Travel agency, tour operator, reservation service and related activities",452958.8,359503.3,3504
Bao Xiaochen,Independent Non-Executive Director,BAIC Motor Corp Ltd,Beijing,Beijing,101300,29,"Manufacture of motor vehicles, trailers and semi-trailers",9149724,17717370,22015
Bao Xiaochen,Independent Director,Beiqi Foton Motor Company Limited,Beijing,Beijing,102206,29,"Manufacture of motor vehicles, trailers and semi-trailers",5468588,5595807,29483
Bao Xiaolan,Independent Director,"Hubei Yihua Chemical Industry Co., Ltd.",Beijing,Beijing,100070,20,Manufacture of chemicals and chemical products,2951190,6027562,10036
Bao Xinglai,Chairman,"Nantong Xinbang Chemical Technology Co.,Ltd.",Nantong,Jiangsu,226532,20,Manufacture of chemicals and chemical products,19175.3,8353.9,75
Bao Xinmin,Independent Director,Ningbo Marine Company Limited,Ningbo,Zhejiang,315020,50,Water transport,176855.4,1031896,817
Bao Xinmin,Independent Director,Ningbo Xianfeng New Material Co Ltd,Ningbo,Zhejiang,315127,20,Manufacture of chemicals and chemical products,72699,157576.3,1417
Bao Xiuyin,Chairman,"Shanghai Nanya Copper Clad Laminate Co., Ltd.",Shanghai,Shanghai,201802,26,"Manufacture of computer, electronic and optical products",88020,109959.7,800
Bao Yingrui,Chairman of the Board,"Yum! Restaurants (Wuhan) Co., Ltd.",Wuhan,Hubei,430022,56,Food and beverage service activities,240715.4,99164.2,80
Bao Yugao,Chairman,"Panjin Port Co., Ltd.",Panjin,Liaoning,124101,52,Warehousing and support activities for transportation,8115.6,46637.9,300
Bao Yujie,Chairman,Shanghai Zhongji Investment Hldg Co Ltd,Shanghai,Shanghai,200434,23,Manufacture of other non-metallic mineral products,458257.7,1092418,919
Bao Zhudong,Chairman,"Wuxi Huaguang Car Parts Co., Ltd.",Wuxi,Jiangsu,214000,29,"Manufacture of motor vehicles, trailers and semi-trailers",92293.4,47153.5,330
Bao Zuxian,Independent Director,"Baotou Beifang Chuangye Co., Ltd.",Baotou,Neimenggu,14032,30,Manufacture of other transport equipment,484288.5,553334.8,4015
Baodong Liu,Director,"Shandong Ningjin County Yongxing Chemical Co., Ltd.",Dezhou,Shandong,253400,20,Manufacture of chemicals and chemical products,21503.3,9231.9,500
Baozhu Feng,Director,Grand China Energy Group Ltd,Xiamen,Fujian,361000,5,Mining of coal and lignite,0,561.3,87
Barr Keith Thomas,Chairman,"Liuzhu Hotel Management (Shanghai) Co., Ltd.",Shanghai,Shanghai,200120,82,"Office administrative, office support and other business support activities",44882.8,67374.4,50
Barth S. Howard,Independent Director,China Auto Logistics Inc,Tianjin,Tianjin,300461,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,402269.6,278511.8,81
Beffa Benedetto Della,Chairman,"Yidina Biotechnology (Shanghai) Co., Ltd.",Shanghai,Shanghai,200001,46,"Wholesale trade, except of motor vehicles and motorcycles",5646.4,1296.2,17
Bei Kewei,Director,"Baoshan Iron & Steel Co., Ltd.",Shanghai,Shanghai,201900,46,"Wholesale trade, except of motor vehicles and motorcycles",30480900,36875752,37838
Bei Nianjiao,Director,"Zhejiang Hisoar Pharmaceutical Co., Ltd.",Taizhou,Zhejiang,318000,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,214115,672101.1,2970
Bei Sizhe,Chairman,"Dongguan Wal-Mart Stores Co., Ltd.",Dongguan,Guangdong,523008,47,"Retail trade, except of motor vehicles and motorcycles",143769.9,49601.9,277
Beipingyaze Null,Chairman,"Elematec Electronics (Dalian) Co., Ltd.",Dalian,Liaoning,116600,26,"Manufacture of computer, electronic and optical products",16394.4,8735.2,120
Bek Andrew,Independent Non-Executive Director,Anchun International Holdings Ltd,Changsha,Hunan,410205,20,Manufacture of chemicals and chemical products,20996,78204.1,424
Bekker Petrus Jacobus,Non-Executive Director,Tencent Holdings Ltd,Shenzhen,Guangdong,518057,63,Information service activities,12811820,27604660,28072
Ben Shenglin,Independent Director,"Bank of Ningbo Co., Ltd.",Ningbo,Zhejiang,315100,64,"Financial service activities, except insurance and pension funding",2665543,89364080,7498
Ben Xiaomei,Director,"Jiangsu Feipeng Heavy-Duty Equipment Co., Ltd.",Nantong,Jiangsu,226623,28,Manufacture of machinery and equipment n.e.c.,19083.1,4122.6,150
Benliangfu,Chairman,"Fujitsu Components (Changzhou) Co., Ltd.",Changzhou,Jiangsu,213022,26,"Manufacture of computer, electronic and optical products",33643.1,18505,960
Bennett Michael Gene,Independent Director,"China Pharma Holdings, Inc.",Haikou,Hainan,570216,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,24927.7,132081.8,397
Bennett Michael Gene,Independent Director,Global Pharm Holdings Group Inc,Shenzhen,Guangdong,518026,46,"Wholesale trade, except of motor vehicles and motorcycles",140342.8,43177.5,500
Bennett Richard,Non-Executive Independent Director,China New Energy Limited,Guangzhou,Guangdong,510640,20,Manufacture of chemicals and chemical products,9302.1,20888.1,83
Bennojohannesrudolf Null,Chairman,"E.G.O Electrical Components (China) Co., Ltd.",Suzhou,Jiangsu,215400,26,"Manufacture of computer, electronic and optical products",42478.2,65674.5,380
Benson Kenneth Ross,Non-Executive Chairman of the Board,99 Wuxian Ltd,Shanghai,Shanghai,200003,70,Activities of head offices; management consultancy activities,25033,49200.7,310
Bernd Johann Leuthner Null,Chairman,"Herrenknecht (Chengdu) Tunnelling Equipment Co., Ltd.",Chengdu,Sichuan,610100,28,Manufacture of machinery and equipment n.e.c.,39567.8,27105.2,300
Bi Anyan,Director,"Ningbo Hongteng Electronics Co., Ltd.",Ningbo,Zhejiang,315600,27,Manufacture of electrical equipment,966.1,1977.8,73
Bi Dong Jian,Director,Bohai Ferry Company Limited,Yantai,Shandong,264000,50,Water transport,181363.1,571332.9,1275
Bi Dongdong,Director,Nantong Jiangshan Agrochemical&Chemicals,Nantong,Jiangsu,226017,20,Manufacture of chemicals and chemical products,483034.8,530073.4,1886
Bi Gongshun,Director,"Qingdao Diendi Biological Technology Co., Ltd.Jiaozhou Branch",Qingdao,Shandong,266313,20,Manufacture of chemicals and chemical products,1399.5,10235.1,80
Bi Huijing,Independent Director,Luoyang Lngh Ht Trsfr &Ergy Csvn Co Ltd,Luoyang,Henan,471132,28,Manufacture of machinery and equipment n.e.c.,202084.3,431855.8,1192
Bi Jin,Director,Gansu Yasheng Industrial (Group) Co. Ltd,Lanzhou,Gansu,730010,1,"Crop and animal production, hunting and related service activities",364371.8,1227431,7613
Bi Jingxi,Director,Tangshan Sanyou Chemical Industries Co,Tangshan,Hebei,63305,20,Manufacture of chemicals and chemical products,2060641.1,3229668,15373
Bi Jinliang,"Chairman, Legal Representative","Ningbo Xiangyang Group Co., Ltd.",Ningbo,Zhejiang,315105,26,"Manufacture of computer, electronic and optical products",148755.2,160278.5,997
Bi Keli,Chairman of the Board,"Guodian Shiheng Power Generation Co., Ltd.",Tai'an,Shandong,271621,35,"Electricity, gas, steam and air conditioning supply",248945,348035.1,2000
Bi Keyun,Independent Director,"Ningbo Kangqiang Electronics Co., Ltd.",Ningbo,Zhejiang,315105,26,"Manufacture of computer, electronic and optical products",215664.2,252940.2,1112
Bi Keyun,Independent Director,"Tianshui Huatian Technology Co., Ltd.",Tianshui,Gansu,741000,26,"Manufacture of computer, electronic and optical products",536528,670586.5,7673
Bi Wanli,Chairman,"Qingdao Haitai Automatic Meter Co., Ltd.",Qingdao,Shandong,266021,26,"Manufacture of computer, electronic and optical products",2453.9,12810.7,91
Bi Wei,Chairman of the Board,"CITIC Offshore Helicopter Co., Ltd",Shenzhen,Guangdong,518052,51,Air transport,217356.7,718385.9,1095
Bi Yang,Independent Director,"Gansu Ronghua Industry Group Co., Ltd.",Wuwei,Gansu,733000,7,Mining of metal ores,34948.7,157886.2,831
Bi Yan'guo,Independent Director,ChangChun Department JiTuan Store Co Ltd,Changchun,Jilin,130061,47,"Retail trade, except of motor vehicles and motorcycles",59817.5,291778.5,312
Bi Yanmin,"Chairman, Legal Representative","Zibo Boshan Ruijite Chemical Co., Ltd.",Zibo,Shandong,255201,20,Manufacture of chemicals and chemical products,10359.4,431.4,63
Bi Zhendong,Independent Director,"Fujian Rongji Software Co., Ltd.",Fuzhou,Fujian,350003,62,"Computer programming, consultancy and related activities",97113.7,271933.3,903
Bian Erchang,Director,Weihai Guangtai Airport Equipment Co Ltd,Weihai,Shandong,264200,30,Manufacture of other transport equipment,164766.8,404116.5,1334
Bian Haiqing,Chairman,"Tianwei New Energy Holdings Co., Ltd.",Chengdu,Sichuan,610200,27,Manufacture of electrical equipment,106724.1,1390229,500
Bian Huacai,Chairman of the Board,China Calxon Group Co Ltd,Hangzhou,Zhejiang,310012,41,Construction of buildings,1371370,5922487,3339
Bian Huiqin,Chairman,"Westing Supply Co., Ltd.",Shanghai,Shanghai,201203,46,"Wholesale trade, except of motor vehicles and motorcycles",15950.1,15854.6,75
Bian Libin,Director,"ZIBO QIXIANG TENGDA CHEMICAL CO., LTD.",Zibo,Shandong,255438,20,Manufacture of chemicals and chemical products,844105.7,1054861,1580
Bian Wubiao,Director,"Jiangsu Huaxicun Co., Ltd.",Jiangyin,Jiangsu,214420,20,Manufacture of chemicals and chemical products,335378.2,560939.6,541
Bian Xianfeng,Chairman,Jiangyin Synthetic Fiber Factory,Wuxi,Jiangsu,214423,20,Manufacture of chemicals and chemical products,441169.4,128937.9,800
Bian Xingdi,Chairman,"Shanghai Grasi Industry Co., Ltd.",Shanghai,Shanghai,201908,46,"Wholesale trade, except of motor vehicles and motorcycles",155.6,191.7,10
Bian Xinjun,Independent Director,"Xinjiang Tianshan Cement Co., Ltd.",Wulumuqi,Xinjiang,830013,23,Manufacture of other non-metallic mineral products,1062117,3487979,11325
Bian Xinjun,Independent Director,"XINJIANG YOUHAO (GROUP) CO.,LTD",Wulumuqi,Xinjiang,830000,47,"Retail trade, except of motor vehicles and motorcycles",1343404,1265217,5443
Bian Yimin,Independent Director,Tian Jin Motor Dies Co Ltd,Tianjin,Tianjin,300308,29,"Manufacture of motor vehicles, trailers and semi-trailers",241706.9,565775.1,2905
Bian Yong'an,Independent Director,"Shaanxi Xinghua Chemistry Co., Ltd.",Xianyang,Shaanxi,713100,20,Manufacture of chemicals and chemical products,153918.4,312808.7,1498
Bian Yongzhuang,Independent Non-Executive Director,Beijing Digital Telecom Co Ltd,Beijing,Beijing,100089,47,"Retail trade, except of motor vehicles and motorcycles",2330612,878508.9,7086
Bian Zhen,Chairman,"Tianjin Textile Group Import & Export Co., Ltd.",Tianjin,Tianjin,300051,13,Manufacture of textiles,414594.6,54057.3,200
Bian Zhengming,Chairman,"Shanghai Channel Logistics Co., Ltd.",Shanghai,Shanghai,200136,46,"Wholesale trade, except of motor vehicles and motorcycles",225606.3,58926.3,100
Bian Zhihang,Chairman of the Board,"Fujian Furi Electronics Co., Ltd.",Fuzhou,Fujian,350005,46,"Wholesale trade, except of motor vehicles and motorcycles",569933.6,642182.1,3875
Bian Zhonggao,Chairman,"Jiangyin Yunlun Chemical Fiber Co., Ltd.",Wuxi,Jiangsu,214400,20,Manufacture of chemicals and chemical products,93737.1,54453.3,100
Bianbaciren,Director,Tibet Cheezheng Tibetan Med Co Ltd,Linzhi,Xizang,860000,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,154216,288985.2,1631
Biddle Clark Gary,Independent Non-Executive Director,Kingdee International Software Group Co.,Shenzhen,Guangdong,518057,62,"Computer programming, consultancy and related activities",251022.3,708504.7,4800
Biddle Clark Gary,Independent Non-Executive Director,Shui On Land Limited,Shanghai,Shanghai,200021,41,Construction of buildings,1663563,17469710,3348
Bie Bo,Director,"Guangzhou Cbons Chemical Commodity Co., Ltd.",Guangzhou,Guangdong,510990,20,Manufacture of chemicals and chemical products,4710.3,8917.9,325
Bin Dai,Chairman,"Beijing Bitech Co., Ltd.",Beijing,Beijing,100081,26,"Manufacture of computer, electronic and optical products",14322.8,55222.6,238
Bin Eng Oh,Non-Executive Director,Weiye Holdings Ltd,Zhengzhou,Henan,450000,41,Construction of buildings,209992.7,719961.2,218
Bin Wan Yaacob Kamarul Zaman,Independent Non-Executive Director,Sinotop Holdings Bhd,Wujiang,Jiangsu,215212,13,Manufacture of textiles,48863.4,58155.3,501
Bing Xianzhao,Chairman,"Shandong Wohua Pharmaceutical Co., Ltd.",Weifang,Shandong,261011,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,51179.1,125319.1,1097
Biyuan Sun,Member of Supervisory Board,Advanced Semiconductor Manufacturing Corporation Ltd,Shanghai,Shanghai,200233,26,"Manufacture of computer, electronic and optical products",177004.5,212730,1548
Blijdorp Jacobus,Chairman,"Baolihang Trade (Shanghai) Co., Ltd.",Shanghai,Shanghai,200030,46,"Wholesale trade, except of motor vehicles and motorcycles",5185.5,7204.3,20
Bloemhard Jeroen Peter Henric,Chairman,"Dow Corning (Zhangjiagang) Co., Ltd.",Suzhou,Jiangsu,215633,20,Manufacture of chemicals and chemical products,482191.3,1391692,900
Bloom Martin,"Chairman, Board Member",ReneSola Ltd.,Jiashan,Zhejiang,314117,26,"Manufacture of computer, electronic and optical products",1561497,1669007,6953
Bo Jie,Director,Chengdu CORPRO Technology Co Ltd,Chengdu,Sichuan,610041,26,"Manufacture of computer, electronic and optical products",66094.1,189317.7,726
Bo Qijian,Chairman,"Dongying Bohai Materials Group Co., Ltd.",Dongying,Shandong,257000,46,"Wholesale trade, except of motor vehicles and motorcycles",103420.5,76199.8,90
Bo Shaowei,Vice Chairman of the Board,Yabao Pharmaceutical Group Co Ltd,Yuncheng,Shanxi,44602,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,306719,513658.1,5481
Boduoyedouxinan,Chairman of the Board,"Gpc (Fogang) Hardware Products Co., Ltd.",Qingyuan,Guangdong,511600,82,"Office administrative, office support and other business support activities",3320.3,2509.3,150
Bond Reginald Hartnell John,Independent Non-Executive Director,Shui On Land Limited,Shanghai,Shanghai,200021,41,Construction of buildings,1663563,17469710,3348
Boo-jin Lee,Outside Director,CITIC Group Corporation,Beijing,Beijing,100004,70,Activities of head offices; management consultancy activities,22251160,517404512,125215
Boot Gerardus,Chairman,Lonza Guangzhou Nansha Ltd,Guangzhou,Guangdong,511455,46,"Wholesale trade, except of motor vehicles and motorcycles",137501,83128.5,400
Borrelli Cosimo,Director,"Acorn International, Inc. (ADR)",Shanghai,Shanghai,200233,26,"Manufacture of computer, electronic and optical products",94754.7,125732.5,894
